label,campaign_id,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
1,camp_feed,1.0,10.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,910,173,16392,56855,196,17,44,483,1,80827,3544,33934,2907,21,14129,69881,5,1516,1112,1,68670,3,11,24781,27,19993
0,camp_feed,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,59,96,5095,76075,98,,2482,330,2,17387,2226,54167,945,1,1586,22983,4,2312,1769,,72556,17,14,,44,34487
0,camp_feed,6.0,1.0,1.0,1.0,,3.0,6.0,3.0,0.0,2.0,0.0,3.0,0.0,309,149,84409,60042,231,2,5816,142,1,56132,,43325,2788,14,12895,60419,8,4049,,,33145,14,7,55007,44,51274
0,camp_feed,1.0,2.0,1.0,3.0,1.0,,5.0,2.0,,,0.0,1.0,0.0,479,479,8401,32748,,7,2981,435,0,76059,2870,59739,2889,21,10555,44018,,1732,1926,2,2034,7,1,35665,74,63678
0,camp_feed,0.0,2.0,1.0,0.0,10.0,,4.0,2.0,3.0,2.0,34.0,1.0,5.0,1381,472,99781,8591,195,0,4237,381,1,,400,16853,312,9,4527,49604,5,4574,623,0,115,9,5,49305,90,44891
0,camp_feed,3.0,7.0,0.0,0.0,0.0,5.0,,0.0,2.0,4.0,7.0,1.0,,993,32,90684,12575,38,9,,629,0,84300,1865,60941,1169,9,,78022,2,5191,968,,58084,14,9,18241,62,31771
0,camp_feed,4.0,0.0,0.0,,,0.0,4.0,1.0,0.0,1.0,1.0,,2.0,511,43,75210,93691,289,0,449,166,0,17796,517,80492,346,23,12697,15121,1,4938,1489,1,71245,3,1,99891,,31980
0,camp_feed,,7.0,0.0,5.0,3.0,1.0,3.0,,6.0,,1.0,2.0,2.0,820,17,49531,9214,110,4,10757,451,,6532,1694,96536,2089,17,1127,80824,3,5084,215,2,30521,7,6,66864,85,34581
0,camp_feed,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,6.0,0.0,1.0,0.0,545,503,43375,1904,155,15,1766,534,,21064,148,17827,239,10,6236,12287,0,1928,980,2,11433,5,13,20937,23,98074
0,camp_feed,2.0,5.0,1.0,3.0,0.0,7.0,1.0,9.0,,1.0,0.0,,,298,384,,80723,111,4,5344,1,2,30275,2435,11235,,20,765,21379,1,1317,,1,82510,15,11,27286,87,86583
0,camp_feed,0.0,1.0,0.0,2.0,0.0,2.0,5.0,10.0,0.0,2.0,0.0,1.0,,1387,,32705,50055,269,16,4969,,0,67808,1284,33409,2485,24,10893,73101,7,2436,1018,,73968,12,1,77522,91,86806
0,camp_feed,0.0,5.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,867,104,29810,88737,181,12,10697,627,1,7724,2615,13265,,19,,19789,9,2456,1737,1,5369,15,2,84006,17,6522
0,camp_feed,1.0,,,,0.0,8.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,54,419,37275,91627,164,19,11275,405,1,,4051,82917,3131,0,3022,37168,,,199,0,6111,12,10,60836,45,10724
0,camp_feed,2.0,2.0,0.0,0.0,,0.0,1.0,2.0,9.0,2.0,1.0,1.0,0.0,1107,241,21458,17011,200,,3862,528,1,68831,1571,2743,,,13140,15483,3,2969,625,0,26306,4,6,49734,39,38977
0,camp_feed,0.0,0.0,2.0,4.0,8.0,5.0,0.0,2.0,2.0,1.0,3.0,,3.0,801,421,14072,16252,216,14,9440,475,2,89584,167,20770,233,13,9503,10663,8,3852,1235,1,27554,1,2,56739,72,39774
0,camp_feed,3.0,7.0,0.0,4.0,3.0,2.0,2.0,1.0,,1.0,4.0,5.0,4.0,970,102,5828,20036,159,8,5338,,1,56559,3710,54705,2038,7,8707,15846,9,,355,3,98423,,4,20427,71,77416
0,camp_feed,0.0,4.0,0.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,,12.0,256,,65487,,221,20,1143,93,,31155,213,85123,195,2,12640,57371,1,4775,480,1,14709,,,44446,86,9177
0,camp_feed,1.0,2.0,0.0,3.0,,3.0,1.0,0.0,0.0,0.0,13.0,0.0,7.0,30,356,90125,54285,116,22,4734,118,2,26909,4237,45468,,,935,72133,6,3094,,0,89740,6,9,82149,42,69044
0,camp_feed,2.0,9.0,2.0,2.0,11.0,2.0,,1.0,10.0,0.0,1.0,0.0,0.0,1088,45,45955,73510,106,,1924,353,,2208,5671,58839,1739,15,14535,98633,6,5518,627,2,94904,16,14,90234,99,29100
0,camp_feed,1.0,9.0,,3.0,1.0,1.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,1299,377,52383,96437,42,3,3072,593,1,32068,1754,83877,2605,12,13102,37935,0,4851,58,0,56634,3,14,92935,61,72384
0,camp_feed,8.0,1.0,3.0,0.0,,2.0,4.0,2.0,1.0,,10.0,2.0,,420,533,52888,28592,171,,4995,221,2,53625,1602,13526,2822,11,10246,86976,6,194,12,2,32742,1,4,56089,78,57830
0,camp_feed,,0.0,3.0,1.0,1.0,2.0,5.0,0.0,5.0,,0.0,2.0,0.0,671,517,14843,4872,85,1,5858,361,2,58673,3977,4912,1394,2,4771,,6,1327,45,0,13407,1,10,,93,93317
1,camp_feed,1.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,,0.0,2.0,0.0,1.0,533,35,64515,6134,250,0,8662,518,2,17060,4682,,1693,24,2553,57326,,347,866,3,44476,7,2,29994,60,40322
0,camp_feed,1.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,4.0,,2.0,1453,60,88538,42946,278,5,11419,260,2,87655,3426,61237,1389,17,,83820,5,5513,175,2,56978,2,1,86657,88,
0,camp_feed,2.0,0.0,0.0,,2.0,0.0,,2.0,1.0,1.0,10.0,0.0,6.0,513,308,53762,86836,,,9904,,2,24294,2058,89962,2485,13,14923,81818,8,3548,,0,28064,15,5,74386,64,98836
0,camp_feed,0.0,5.0,1.0,,11.0,,9.0,5.0,6.0,0.0,0.0,,1.0,165,579,50874,54795,231,13,2624,75,1,,3093,21573,163,19,6119,,5,3135,1844,0,70856,0,10,55597,16,28162
0,camp_feed,6.0,0.0,3.0,1.0,6.0,0.0,0.0,,2.0,,1.0,,7.0,28,353,96567,29300,98,15,930,45,1,13241,3819,2620,2106,1,9667,27158,0,1153,1844,1,28182,17,2,91695,13,
0,camp_feed,0.0,0.0,,15.0,0.0,4.0,1.0,1.0,14.0,1.0,0.0,2.0,3.0,,213,87255,66472,63,11,3685,409,0,30412,5472,38633,,,5143,32658,8,2989,1157,2,90290,7,2,41291,,77904
0,camp_feed,0.0,2.0,3.0,1.0,,2.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1414,510,80420,52763,146,10,3284,180,,15,617,15863,812,22,12133,21001,3,1707,381,0,35656,2,,16070,22,5509
0,camp_feed,3.0,2.0,0.0,,2.0,5.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,137,335,10292,41952,124,3,5624,307,,75772,2534,43732,3189,4,5758,92401,0,,,2,39166,3,12,9407,98,25322
0,camp_feed,3.0,7.0,1.0,,1.0,0.0,2.0,2.0,1.0,0.0,,4.0,6.0,690,59,68324,2917,201,17,11902,279,2,49571,5501,10681,2371,2,8316,98656,7,1054,851,2,74032,1,4,2131,,57429
0,camp_feed,0.0,7.0,3.0,,2.0,2.0,0.0,1.0,0.0,0.0,17.0,4.0,2.0,532,541,,94414,225,,7039,70,0,6726,4584,2039,2201,15,3156,52247,7,,1341,3,3900,6,9,,10,90604
0,camp_feed,1.0,4.0,3.0,0.0,6.0,,5.0,0.0,1.0,0.0,,,1.0,141,310,90360,92250,65,17,,138,2,77037,187,91312,57,10,14249,7335,1,2738,2146,0,42548,9,0,83488,99,95559
0,camp_feed,5.0,8.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,73,422,4458,71125,303,17,4314,316,1,68161,,92449,2030,7,5892,,5,161,304,3,39616,11,9,6527,48,34567
0,camp_feed,1.0,,,1.0,,,3.0,1.0,,0.0,2.0,3.0,1.0,292,472,,86507,165,22,12470,216,0,35069,5237,76872,1061,14,6252,58230,,3586,1881,0,9590,2,14,11819,47,24972
0,camp_feed,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,,3.0,1.0,2.0,0.0,728,455,40375,1652,234,5,1878,46,1,28963,,70951,2633,,9513,52354,4,716,1850,2,12587,12,1,53110,,21549
0,camp_feed,0.0,0.0,1.0,0.0,10.0,,3.0,0.0,0.0,0.0,0.0,3.0,7.0,78,330,,,144,5,7140,495,1,,2880,7766,2397,18,6946,94028,,3614,903,0,35571,10,5,90494,,48678
0,camp_feed,4.0,1.0,3.0,3.0,6.0,3.0,1.0,7.0,,1.0,0.0,1.0,2.0,974,385,82318,83456,190,17,9935,126,2,50702,,,2802,11,12002,33949,2,1916,783,0,77211,,3,3056,91,26000
0,camp_feed,1.0,1.0,2.0,0.0,8.0,1.0,0.0,,,2.0,1.0,11.0,1.0,970,561,12982,66662,82,20,8658,470,2,30597,67,,809,2,7490,86982,0,5167,2093,1,32289,,0,29559,86,650
0,camp_feed,1.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,1.0,,0.0,,5.0,1349,173,,68086,90,22,2605,486,1,59053,3170,81070,,,2014,7318,3,1574,,0,38270,0,3,4204,95,67324
0,camp_feed,3.0,0.0,1.0,,0.0,9.0,1.0,5.0,3.0,11.0,4.0,5.0,2.0,25,338,64096,,,8,4786,18,1,50348,5182,21657,3142,9,12554,,1,1567,627,1,36571,,,19066,84,33515
1,camp_feed,,12.0,1.0,0.0,3.0,0.0,,3.0,,4.0,1.0,8.0,,600,255,63085,47117,302,0,6644,594,2,79517,1257,65055,2800,12,13781,96326,0,4108,785,0,65100,10,,79969,46,87301
0,camp_feed,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,6.0,3.0,953,85,71301,,164,8,1454,351,2,34656,3725,78826,2709,24,13271,89818,1,4285,1128,2,97431,8,8,30,63,82704
0,camp_feed,0.0,3.0,,0.0,,0.0,4.0,1.0,9.0,1.0,0.0,,0.0,769,470,28877,94727,161,16,,447,,92653,2912,75762,1326,15,6822,62792,7,1680,1331,2,43290,1,6,73212,68,93186
0,camp_feed,4.0,3.0,1.0,,4.0,5.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,556,,59490,99883,277,4,9460,98,1,42216,5168,87978,3083,,925,96878,9,3356,1454,0,79695,9,5,65013,17,22378
0,camp_feed,5.0,1.0,2.0,9.0,0.0,12.0,0.0,0.0,1.0,,5.0,0.0,,798,553,37394,46775,45,18,5145,167,,45829,2877,11247,749,0,8386,21581,1,,1627,1,90634,7,13,60721,1,60121
0,camp_feed,1.0,6.0,2.0,9.0,2.0,0.0,2.0,1.0,2.0,4.0,1.0,4.0,,89,502,51398,,104,0,215,31,2,11254,3793,,3011,15,12112,64858,5,1032,,,12130,8,1,,94,5595
0,camp_feed,,0.0,6.0,0.0,6.0,2.0,0.0,4.0,2.0,5.0,12.0,1.0,10.0,61,,557,20955,263,10,3442,182,,36978,5133,44182,226,22,6201,12576,8,3510,98,1,88056,17,6,30526,52,89954
0,camp_feed,4.0,8.0,0.0,1.0,1.0,,0.0,2.0,4.0,,1.0,2.0,2.0,,109,1027,51510,201,5,4408,470,2,16718,4280,47462,3095,24,,76587,4,753,2073,1,48930,8,11,30190,55,97811
0,camp_feed,5.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,4.0,4.0,,3.0,2.0,730,83,44556,84807,,4,9687,608,0,87341,3208,58868,2587,,9744,,,4418,1570,3,5765,4,8,61093,2,
0,camp_feed,5.0,0.0,0.0,0.0,7.0,,0.0,0.0,3.0,10.0,3.0,1.0,1.0,,,31194,81438,183,22,8797,262,1,48502,3715,85667,32,20,12600,78846,,967,1877,0,,12,7,76350,57,45126
0,camp_feed,,1.0,3.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,175,226,69753,70053,,22,68,380,0,48716,,27286,682,,13558,23847,2,713,884,3,32827,13,12,63359,67,63710
0,camp_feed,4.0,1.0,4.0,2.0,,1.0,,4.0,1.0,,2.0,,11.0,962,,98781,24272,298,22,10393,288,2,50268,840,27774,1247,4,12963,41220,5,2296,1285,0,,5,14,887,69,36941
0,camp_feed,0.0,,6.0,5.0,5.0,3.0,1.0,2.0,0.0,1.0,,4.0,0.0,887,,97312,96129,158,1,5835,8,1,65532,2948,52203,1251,0,12573,51581,8,645,1211,3,68577,2,7,56979,0,61480
0,camp_feed,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,,0.0,10.0,2.0,,645,45,69796,10638,131,21,726,288,2,91016,4731,3212,538,7,8808,17263,4,4158,1169,1,66531,8,,87159,31,
0,camp_feed,1.0,,1.0,11.0,0.0,0.0,2.0,6.0,1.0,6.0,1.0,,3.0,1150,93,80134,95173,109,6,5803,95,0,61815,1645,29304,1895,4,14079,4925,9,3076,1795,1,42836,9,6,,30,33015
1,camp_feed,0.0,1.0,6.0,,5.0,3.0,,0.0,0.0,0.0,2.0,2.0,1.0,225,,13765,14554,201,3,9162,179,0,,5224,64014,1348,15,5551,99056,6,893,605,0,93559,13,3,20225,67,85076
0,camp_feed,1.0,7.0,,1.0,5.0,5.0,1.0,0.0,4.0,3.0,0.0,4.0,0.0,437,,41384,99883,282,0,,44,,83526,3833,,1712,2,4613,80291,4,3138,86,2,58044,11,6,8157,38,27802
0,camp_feed,1.0,,13.0,,0.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1096,75,13514,,237,,9967,489,1,67317,1881,57857,2454,23,4964,78290,8,3399,1311,3,84346,,14,11136,38,1916
0,camp_feed,0.0,2.0,,,0.0,,0.0,1.0,2.0,1.0,2.0,3.0,6.0,437,328,,51070,224,3,2152,33,2,,4138,75816,1133,15,8326,33952,7,2257,359,2,99434,10,3,97985,41,65268
0,camp_feed,1.0,3.0,2.0,2.0,0.0,8.0,0.0,1.0,1.0,3.0,0.0,2.0,3.0,1105,22,46842,12992,133,19,12119,,1,66910,,3266,1442,5,1896,99700,7,971,1181,1,,10,2,61116,4,96736
0,camp_feed,,1.0,,1.0,2.0,5.0,7.0,0.0,1.0,,0.0,1.0,0.0,1246,515,54597,48346,23,8,10341,180,2,18071,2933,,2392,0,8650,49306,1,1251,116,3,2517,4,5,84303,,45108
0,camp_feed,0.0,5.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,,,0.0,354,358,78362,,102,23,840,553,,73121,2432,29420,2231,,1155,16304,5,560,476,2,,4,12,11567,,33027
0,camp_feed,5.0,6.0,0.0,,0.0,2.0,1.0,1.0,3.0,24.0,0.0,0.0,5.0,195,159,91186,60284,166,22,6954,485,2,56759,3214,,1038,12,8617,,1,4408,1326,3,12941,16,10,,5,17962
0,camp_feed,,3.0,,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,1.0,193,109,26259,39371,174,5,6058,179,2,65266,3635,85001,1379,17,10721,63751,,5634,1041,,75565,11,12,8806,64,70297
0,camp_feed,0.0,3.0,0.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,0.0,,199,464,57717,72973,202,16,4974,410,2,44422,1745,6446,,0,7938,56306,8,2118,736,2,31016,5,,11788,13,26914
0,camp_feed,1.0,2.0,6.0,,3.0,3.0,0.0,0.0,,,2.0,5.0,0.0,,429,94516,,71,21,,368,1,9681,5444,96637,,6,,,6,1209,547,2,37517,14,4,60222,,79908
0,camp_feed,1.0,,1.0,3.0,2.0,16.0,1.0,8.0,8.0,6.0,0.0,,2.0,158,328,20038,,26,5,10706,186,1,7599,1898,41873,1468,15,7829,70359,5,189,190,2,45896,13,5,89188,53,42983
0,camp_feed,0.0,3.0,,1.0,3.0,1.0,3.0,5.0,2.0,0.0,5.0,2.0,6.0,833,144,44251,,269,13,3297,303,0,25003,,2081,231,20,12614,3193,5,4543,1035,,,8,13,,15,
0,camp_feed,,0.0,,3.0,1.0,1.0,2.0,2.0,4.0,0.0,12.0,9.0,1.0,84,,16099,88871,214,5,8742,574,,1520,4926,51234,1935,22,2149,30295,1,4468,2024,,44639,,1,53882,104,62568
0,camp_feed,12.0,1.0,,4.0,1.0,,5.0,,3.0,4.0,0.0,4.0,6.0,1129,129,46268,99159,193,,6450,158,1,3537,554,61543,,18,2704,,1,200,1291,3,71023,10,1,29979,68,51032
0,camp_feed,4.0,0.0,0.0,,1.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1141,136,11388,1681,259,10,523,337,2,48233,46,65625,,17,7044,3112,9,1539,2028,3,,9,0,12942,6,41343
0,camp_feed,1.0,0.0,,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,493,332,84324,70463,28,16,10494,11,2,52175,4065,89704,103,,,83818,7,5222,451,,7706,3,10,85228,77,8072
0,camp_feed,6.0,0.0,,2.0,4.0,1.0,1.0,12.0,1.0,,4.0,1.0,8.0,,355,41789,,293,9,6429,,1,55157,373,43296,2596,,,81041,4,627,1171,1,60103,0,6,51053,52,22369
0,camp_feed,12.0,,3.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,,1255,180,34356,4158,186,7,8945,,0,19675,5095,54164,,22,8986,77258,2,14,1453,0,19268,17,,27197,37,91865
0,camp_feed,0.0,,,4.0,0.0,2.0,1.0,1.0,,3.0,1.0,2.0,3.0,330,48,8853,88089,135,1,6875,329,1,45107,2030,34098,2103,6,7574,8394,7,5133,230,2,30702,,10,76280,11,18580
0,camp_feed,,,0.0,0.0,2.0,,1.0,0.0,2.0,1.0,11.0,1.0,,1165,88,36568,,169,,1695,305,1,16973,5341,92930,2198,24,1787,5581,4,5083,1447,0,4733,14,6,64026,48,5831
0,camp_feed,1.0,7.0,1.0,1.0,,6.0,0.0,0.0,,1.0,4.0,,,498,446,93249,65829,12,19,330,216,2,3292,3025,89044,147,,1143,16212,2,2130,1518,3,45385,,,15301,20,50143
0,camp_feed,2.0,3.0,4.0,3.0,2.0,,18.0,0.0,3.0,5.0,3.0,,5.0,574,356,31732,66243,257,,303,360,0,51260,4510,37913,1875,5,10550,80026,6,4545,786,,,16,12,2295,80,59156
0,camp_feed,2.0,2.0,0.0,,,0.0,0.0,0.0,1.0,7.0,1.0,8.0,7.0,97,377,35435,,62,17,7040,481,1,87578,4142,74226,1883,13,2473,75726,6,4027,1793,0,79261,11,14,16157,42,43849
1,camp_feed,0.0,0.0,2.0,7.0,0.0,0.0,,3.0,4.0,6.0,0.0,0.0,0.0,,,36713,77732,268,13,11058,90,2,59067,5186,86817,602,,11998,48394,3,3958,537,3,70675,6,3,4589,67,21856
0,camp_feed,4.0,1.0,0.0,,0.0,1.0,,0.0,,0.0,2.0,2.0,0.0,733,417,,56131,69,12,1794,,2,12475,2907,97186,1411,0,4616,57277,8,554,1723,0,52998,11,3,61560,21,28170
0,camp_feed,3.0,,5.0,,1.0,0.0,0.0,0.0,7.0,,0.0,3.0,4.0,714,301,65787,79737,217,17,1551,493,0,28892,76,10561,102,3,9203,7029,8,1287,1853,,97756,16,3,74788,,
0,camp_feed,,1.0,5.0,0.0,5.0,0.0,4.0,3.0,,0.0,,0.0,4.0,,451,92890,56980,47,9,8397,347,0,,5544,20857,1947,2,1888,,,4025,576,1,98826,12,6,5272,89,94569
0,camp_feed,12.0,,3.0,10.0,4.0,4.0,0.0,2.0,1.0,3.0,3.0,4.0,1.0,928,175,64153,81935,266,15,5670,511,0,57615,1861,3474,1962,8,1160,,5,3782,1867,,86830,14,7,38628,,49114
0,camp_feed,2.0,0.0,2.0,,,1.0,0.0,13.0,8.0,0.0,0.0,,4.0,,106,31920,50030,121,17,4959,,1,37290,3462,20037,,0,1954,18413,8,3693,853,,95916,5,8,,35,
1,camp_feed,1.0,1.0,0.0,4.0,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,879,414,40778,2350,246,7,8549,300,1,37076,1079,68578,212,,13769,39066,4,1009,881,2,99653,17,5,92543,64,88122
0,camp_feed,1.0,0.0,5.0,0.0,4.0,5.0,,15.0,4.0,,2.0,1.0,,152,39,11969,,21,0,11689,443,1,88875,2497,59438,,3,10432,31739,2,4042,575,0,86144,3,4,51018,103,65572
0,camp_feed,3.0,1.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,,3.0,12.0,359,174,90370,,226,,8411,,2,161,5426,73994,2074,13,5734,91742,8,371,,1,18175,16,,76941,75,15144
0,camp_feed,2.0,,4.0,2.0,4.0,0.0,4.0,0.0,10.0,,0.0,1.0,0.0,1170,253,19990,60317,256,14,,108,,70387,4246,63837,520,20,12517,79389,7,3087,297,3,95545,0,8,6383,39,20539
0,camp_feed,1.0,,,,2.0,2.0,1.0,1.0,3.0,4.0,0.0,4.0,0.0,1175,,46448,46837,89,14,,221,0,18143,4678,91730,1936,5,1401,37678,,528,719,,76381,15,0,77182,97,49765
0,camp_feed,19.0,1.0,1.0,0.0,9.0,,,0.0,0.0,4.0,0.0,7.0,2.0,1122,311,74915,80652,216,16,6864,247,,49622,2680,79222,719,,8282,17550,,67,896,1,79285,11,11,65051,15,72770
0,camp_feed,7.0,3.0,3.0,3.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,5.0,0.0,,486,54590,35232,102,,11827,387,2,9629,270,69196,550,5,8382,17410,8,1541,,2,72640,,9,,30,99490
0,camp_feed,8.0,2.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,1167,78,33850,,9,,,265,0,86452,2189,,1030,22,13916,54582,1,4528,983,3,9242,7,3,26061,53,47318
0,camp_feed,0.0,,1.0,1.0,0.0,2.0,,2.0,5.0,0.0,2.0,0.0,2.0,350,534,50119,72376,87,0,2956,119,2,44018,224,11829,,20,8207,85407,6,2370,443,1,48567,15,0,3699,,56615
1,camp_feed,9.0,,0.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,,382,537,,99483,250,14,4618,568,1,84884,5502,108,2690,7,11208,33679,7,657,1195,2,96482,9,6,90947,,76770
0,camp_feed,1.0,,7.0,,2.0,3.0,,7.0,5.0,0.0,1.0,5.0,2.0,733,553,89340,76905,121,9,1962,,1,50598,4518,82507,465,19,6472,73345,0,1307,2024,2,65802,16,0,38034,73,17825
0,camp_feed,3.0,1.0,0.0,,2.0,,4.0,0.0,1.0,0.0,1.0,0.0,7.0,122,1,84438,34912,194,16,10167,376,2,10807,724,68331,2986,15,11673,60610,3,995,1805,0,57573,10,14,13316,70,52398
0,camp_feed,2.0,0.0,0.0,3.0,0.0,7.0,,3.0,12.0,,4.0,,4.0,344,75,10958,36817,199,5,,186,0,20389,5096,40330,,0,11324,72097,4,4253,147,1,27045,11,9,1112,48,69026
0,camp_feed,0.0,3.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,2.0,536,44,9702,31424,215,,3891,261,1,523,1835,97529,1387,16,,72281,5,1645,278,2,,3,,35897,31,43227
0,camp_feed,2.0,2.0,,3.0,1.0,4.0,,1.0,1.0,3.0,0.0,3.0,,1376,,98982,14740,221,12,9378,8,2,41436,3427,47526,1344,16,13653,23791,2,4645,862,1,70619,,6,84104,94,
0,camp_feed,1.0,6.0,3.0,1.0,3.0,3.0,2.0,,,1.0,0.0,,0.0,127,123,68596,95523,274,14,2767,310,0,7382,,8160,1298,15,4526,74511,6,4630,1182,1,82793,8,0,37849,51,16342
0,camp_feed,1.0,0.0,,5.0,1.0,,0.0,0.0,2.0,3.0,0.0,0.0,,152,227,69750,84711,201,7,6759,294,1,,2648,95288,2238,,13585,31407,2,3948,860,3,,,11,44736,2,43693
0,camp_feed,2.0,4.0,1.0,2.0,4.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,6.0,1407,527,,34103,63,12,8793,271,1,87367,4792,70736,1081,3,7490,52149,2,209,509,2,2801,8,11,77145,69,92733
0,camp_feed,0.0,0.0,3.0,,8.0,8.0,1.0,8.0,4.0,0.0,2.0,4.0,6.0,1152,405,48504,6251,284,14,10802,313,0,89875,124,97479,907,,3906,49416,3,,560,1,66771,,,23615,55,
1,camp_feed,3.0,7.0,2.0,5.0,0.0,1.0,,0.0,2.0,2.0,0.0,1.0,0.0,835,149,25929,81128,115,4,746,162,0,48961,,25506,16,11,10939,8501,,973,695,3,38213,13,,96014,3,12182
0,camp_feed,,2.0,,,8.0,0.0,0.0,1.0,1.0,,4.0,0.0,4.0,906,490,44479,33937,282,14,1318,156,1,20056,5297,,2077,13,4611,72763,3,,848,0,92023,,1,489,20,21446
0,camp_feed,0.0,4.0,,0.0,,2.0,3.0,5.0,0.0,1.0,0.0,2.0,,,416,85646,61312,292,7,7519,11,2,69461,1492,56984,865,26,13493,11283,5,819,309,,84539,16,,68781,55,22840
0,camp_feed,0.0,0.0,,2.0,0.0,2.0,1.0,3.0,3.0,1.0,4.0,,,1449,486,87365,,165,0,3292,370,1,50297,5583,83961,,8,6594,41218,5,399,1528,1,71023,4,5,13054,23,
0,camp_feed,1.0,3.0,13.0,3.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,,0.0,614,327,12023,55197,154,12,,14,1,1280,3901,90109,169,7,11755,21237,1,,1601,3,60978,16,1,7109,51,48355
0,camp_feed,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,,0.0,2.0,1.0,,,76960,51449,65,16,6426,472,0,5443,4466,12325,,7,,,7,4334,,2,99876,13,2,,47,6643
0,camp_feed,,0.0,2.0,0.0,0.0,4.0,6.0,2.0,0.0,4.0,3.0,5.0,3.0,569,327,92373,62441,,11,,238,,56828,3843,36540,2318,19,1460,23257,3,3740,2024,1,64353,1,9,64047,90,49151
0,camp_feed,,,0.0,2.0,2.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,,682,497,47588,59470,259,18,9150,621,0,22294,551,29107,300,,12696,77724,,4424,467,2,,4,3,,70,3189
0,camp_feed,5.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,454,532,69282,71763,16,12,3472,422,1,49905,1185,51458,295,23,,71016,4,4798,,3,30366,14,11,97192,89,19133
0,camp_feed,0.0,4.0,4.0,1.0,,2.0,2.0,1.0,,0.0,1.0,5.0,4.0,534,89,21218,,185,,11261,291,2,37646,149,67608,,8,8005,14751,0,542,1220,1,39087,,11,,,57849
0,camp_feed,9.0,1.0,5.0,,1.0,4.0,,4.0,4.0,0.0,1.0,1.0,2.0,1181,92,97814,82917,144,18,12274,191,2,1695,480,54473,1232,1,3946,63056,1,3637,418,2,13555,5,7,18050,71,81486
0,camp_feed,,4.0,,0.0,1.0,1.0,2.0,10.0,0.0,2.0,,1.0,1.0,1300,403,25881,60631,222,17,6717,344,0,,3515,40561,2910,19,,30541,2,2961,1115,3,78187,11,13,36369,68,98344
0,camp_feed,1.0,3.0,25.0,0.0,0.0,6.0,3.0,1.0,2.0,1.0,6.0,1.0,0.0,660,0,21451,67999,108,12,10929,161,2,50425,254,16732,2474,15,1801,7052,1,2968,709,3,69683,2,5,57741,45,86114
1,camp_feed,8.0,0.0,1.0,4.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,936,552,64043,65351,280,5,8621,,0,81887,4923,71330,710,18,8230,79352,0,3548,488,3,,14,14,,80,92983
0,camp_feed,4.0,0.0,0.0,4.0,0.0,,10.0,0.0,1.0,0.0,0.0,,1.0,970,415,69370,91710,196,23,11192,3,1,25324,2671,95065,519,2,3039,58268,0,3657,1341,,23528,15,2,45923,99,16650
